Time,Voltage
0.0,-60.375
1.999999999990898e-05,-60.375
4.0000000000040004e-05,-60.281254
5.999999999994898e-05,-60.281254
7.999999999985796e-05,-60.343754
9.999999999998899e-05,-60.312504
0.00011999999999989797,-60.406254
0.000140000000000029,-60.375
0.00015999999999993797,-60.312504
0.000180000000000069,-60.343754
0.00019999999999997797,-60.312504
0.00021999999999988695,-60.281254
0.00024000000000001798,-60.250004
0.00025999999999992696,-60.343754
0.000280000000000058,-60.250004
0.00029999999999996696,-60.281254
0.00031999999999987594,-60.312504
0.00034000000000000696,-60.281254
0.00035999999999991594,-60.250004
0.00038000000000004697,-60.343754
0.00039999999999995595,-60.343754
0.0004199999999998649,-60.343754
0.00043999999999999595,-60.343754
0.00045999999999990493,-60.375
0.00048000000000003595,-60.343754
0.0004999999999999449,-60.250004
0.000520000000000076,-60.375
0.0005399999999999849,-60.343754
0.0005599999999998939,-60.312504
0.0005800000000000249,-60.312504
0.0005999999999999339,-60.343754
0.0006200000000000649,-60.312504
0.0006399999999999739,-60.343754
0.0006599999999998829,-60.312504
0.0006800000000000139,-60.343754
0.0006999999999999229,-60.375
0.0007200000000000539,-60.312504
0.0007399999999999629,-60.312504
0.0007599999999998719,-60.312504
0.0007800000000000029,-60.281254
0.0007999999999999119,-60.312504
0.0008200000000000429,-60.312504
0.0008399999999999519,-60.312504
0.0008599999999998609,-60.375
0.0008799999999999919,-60.343754
0.0008999999999999009,-60.375
0.0009200000000000319,-60.406254
0.0009399999999999409,-60.406254
0.0009600000000000719,-60.406254
0.0009799999999999809,-60.312504
0.0009999999999998899,-60.375
0.0010200000000000209,-60.312504
0.0010399999999999299,-60.406254
0.001060000000000061,-60.437504
0.0010799999999999699,-60.343754
0.0010999999999998789,-60.375
0.0011200000000000099,-60.343754
0.0011399999999999189,-60.406254
0.0011600000000000499,-60.343754
0.0011799999999999589,-60.375
0.0011999999999998678,-60.375
0.0012199999999999989,-60.312504
0.0012399999999999078,-60.375
0.0012600000000000389,-60.250004
0.0012799999999999478,-60.312504
0.0012999999999998568,-60.312504
0.0013199999999999878,-60.312504
0.0013399999999998968,-60.312504
0.0013600000000000279,-60.312504
0.0013799999999999368,-60.343754
0.0014000000000000679,-60.281254
0.0014199999999999768,-60.343754
0.0014399999999998858,-60.281254
0.0014600000000000168,-60.281254
0.0014799999999999258,-60.312504
0.0015000000000000568,-60.343754
0.0015199999999999658,-60.375
0.0015399999999998748,-60.375
0.0015600000000000058,-60.343754
0.0015799999999999148,-60.375
0.0016000000000000458,-60.375
0.0016199999999999548,-60.375
0.0016399999999998638,-60.312504
0.0016599999999999948,-60.312504
0.0016799999999999038,-60.343754
0.0017000000000000348,-60.343754
0.0017199999999999438,-60.343754
0.0017400000000000748,-60.343754
0.0017599999999999838,-60.343754
0.0017799999999998928,-60.281254
0.0018000000000000238,-60.281254
0.0018199999999999328,-60.312504
0.0018400000000000638,-60.312504
0.0018599999999999728,-60.375
0.0018799999999998818,-60.312504
0.0019000000000000128,-60.21875
0.0019199999999999218,-60.250004
0.0019400000000000528,-60.281254
0.0019599999999999618,-60.281254
0.0019799999999998708,-60.187504
0.0020000000000000018,-60.312504
0.0020199999999999108,-60.375
0.0020400000000000418,-60.343754
0.0020599999999999508,-60.21875
0.0020799999999998597,-60.281254
0.0020999999999999908,-60.312504
0.0021199999999998997,-60.312504
0.0021400000000000308,-60.281254
0.0021599999999999397,-60.312504
0.0021800000000000708,-60.281254
0.0021999999999999797,-60.281254
0.0022199999999998887,-60.312504
0.0022400000000000198,-60.343754
0.0022599999999999287,-60.312504
0.0022800000000000598,-60.343754
0.0022999999999999687,-60.281254
0.0023199999999998777,-60.375
0.0023400000000000087,-60.312504
0.0023599999999999177,-60.281254
0.0023800000000000487,-60.250004
0.0023999999999999577,-60.312504
0.0024199999999998667,-60.343754
0.0024399999999999977,-60.281254
0.0024599999999999067,-60.281254
0.0024800000000000377,-60.21875
0.0024999999999999467,-60.250004
0.0025200000000000777,-60.250004
0.0025399999999999867,-60.281254
0.0025599999999998957,-60.312504
0.0025800000000000267,-60.250004
0.0025999999999999357,-60.250004
0.0026200000000000667,-60.343754
0.0026399999999999757,-60.343754
0.0026599999999998847,-60.281254
0.0026800000000000157,-60.281254
0.0026999999999999247,-60.312504
0.0027200000000000557,-60.312504
0.0027399999999999647,-60.312504
0.0027599999999998737,-60.312504
0.0027800000000000047,-60.281254
0.0027999999999999137,-60.312504
0.0028200000000000447,-60.312504
0.0028399999999999537,-60.281254
0.0028599999999998627,-60.312504
0.0028799999999999937,-60.312504
0.0028999999999999027,-60.312504
0.0029200000000000337,-60.281254
0.0029399999999999427,-60.281254
0.0029600000000000737,-60.312504
0.0029799999999999827,-60.281254
0.0029999999999998916,-60.312504
0.0030200000000000227,-60.343754
0.0030399999999999316,-60.312504
0.0030600000000000627,-60.375
0.0030799999999999716,-60.250004
0.0030999999999998806,-60.281254
0.0031200000000000117,-60.250004
0.0031399999999999206,-60.281254
0.0031600000000000517,-60.312504
0.0031799999999999606,-60.281254
0.0031999999999998696,-60.21875
0.0032200000000000006,-60.250004
0.0032399999999999096,-60.281254
0.0032600000000000406,-60.281254
0.0032799999999999496,-60.281254
0.0032999999999998586,-60.281254
0.0033199999999999896,-60.281254
0.0033399999999998986,-60.281254
0.0033600000000000296,-60.343754
0.0033799999999999386,-60.21875
0.0034000000000000696,-60.312504
0.0034199999999999786,-60.250004
0.0034399999999998876,-60.281254
0.0034600000000000186,-60.21875
0.0034799999999999276,-60.250004
0.0035000000000000586,-60.21875
0.0035199999999999676,-60.250004
0.0035399999999998766,-60.281254
0.0035600000000000076,-60.187504
0.0035799999999999166,-60.21875
0.0036000000000000476,-60.281254
0.0036199999999999566,-60.281254
0.0036399999999998656,-60.250004
0.0036599999999999966,-60.21875
0.0036799999999999056,-60.281254
0.0037000000000000366,-60.281254
0.0037199999999999456,-60.21875
0.0037400000000000766,-60.187504
0.0037599999999999856,-60.21875
0.0037799999999998946,-60.21875
0.0038000000000000256,-60.281254
0.0038199999999999346,-60.281254
0.0038400000000000656,-60.281254
0.0038599999999999746,-60.281254
0.0038799999999998835,-60.281254
0.0039000000000000146,-60.250004
0.0039199999999999235,-60.21875
0.003940000000000055,-60.187504
0.0039599999999999635,-60.281254
0.0039799999999998725,-60.281254
0.0040000000000000036,-60.21875
0.0040199999999999125,-60.312504
0.0040400000000000436,-60.281254
0.0040599999999999525,-60.312504
0.0040799999999998615,-60.281254
0.0040999999999999925,-60.281254
0.0041199999999999015,-60.312504
0.0041400000000000325,-60.281254
0.0041599999999999415,-60.281254
0.0041800000000000725,-60.281254
0.0041999999999999815,-60.281254
0.0042199999999998905,-60.250004
0.0042400000000000215,-60.281254
0.0042599999999999305,-60.281254
0.0042800000000000615,-60.21875
0.0042999999999999705,-60.21875
0.0043199999999998795,-60.250004
0.0043400000000000105,-60.21875
0.0043599999999999195,-60.312504
0.0043800000000000505,-60.343754
0.0043999999999999595,-60.281254
0.0044199999999998685,-60.281254
0.0044399999999999995,-60.312504
0.0044599999999999085,-60.343754
0.0044800000000000395,-60.21875
0.0044999999999999485,-60.281254
0.0045199999999998575,-60.250004
0.0045399999999999885,-60.250004
0.0045599999999998975,-60.312504
0.0045800000000000285,-60.312504
0.0045999999999999375,-60.281254
0.0046200000000000685,-60.343754
0.0046399999999999775,-60.250004
0.0046599999999998865,-60.250004
0.0046800000000000175,-60.281254
0.0046999999999999265,-60.375
0.0047200000000000575,-60.281254
0.0047399999999999665,-60.312504
0.0047599999999998754,-60.312504
0.0047800000000000065,-60.343754
0.0047999999999999154,-60.250004
0.0048200000000000465,-60.312504
0.0048399999999999554,-60.281254
0.004859999999999864,-60.250004
0.0048799999999999955,-60.21875
0.004899999999999904,-60.250004
0.0049200000000000355,-60.250004
0.0049399999999999444,-60.312504
0.0049600000000000755,-60.250004
0.0049799999999999844,-60.250004
0.004999999999999893,-60.250004
0.0050200000000000244,-60.281254
0.005039999999999933,-60.250004
0.0050600000000000644,-60.281254
0.005079999999999973,-60.281254
0.005099999999999882,-60.21875
0.005120000000000013,-60.21875
0.005139999999999922,-60.281254
0.005160000000000053,-60.343754
0.005179999999999962,-60.312504
0.005199999999999871,-60.312504
0.005220000000000002,-60.250004
0.005239999999999911,-60.281254
0.005260000000000042,-60.281254
0.005279999999999951,-60.312504
0.00529999999999986,-60.21875
0.005319999999999991,-60.312504
0.0053399999999999,-60.281254
0.005360000000000031,-60.281254
0.00537999999999994,-60.281254
0.005400000000000071,-60.187504
0.00541999999999998,-60.250004
0.005439999999999889,-60.21875
0.00546000000000002,-60.281254
0.005479999999999929,-60.187504
0.00550000000000006,-60.250004
0.005519999999999969,-60.281254
0.005539999999999878,-60.281254
0.005560000000000009,-60.281254
0.005579999999999918,-60.343754
0.005600000000000049,-60.312504
0.005619999999999958,-60.281254
0.005639999999999867,-60.250004
0.005659999999999998,-60.281254
0.005679999999999907,-60.281254
0.005700000000000038,-60.250004
0.005719999999999947,-60.250004
0.005740000000000078,-60.250004
0.005759999999999987,-60.281254
0.005779999999999896,-60.281254
0.005800000000000027,-60.250004
0.005819999999999936,-60.250004
0.005840000000000067,-60.250004
0.005859999999999976,-60.281254
0.005879999999999885,-60.281254
0.005900000000000016,-60.21875
0.005919999999999925,-60.312504
0.005940000000000056,-60.250004
0.005959999999999965,-60.281254
0.005979999999999874,-60.187504
0.006000000000000005,-60.21875
0.006019999999999914,-60.312504
0.006040000000000045,-60.281254
0.006059999999999954,-60.250004
0.006079999999999863,-60.281254
0.006099999999999994,-60.250004
0.006119999999999903,-60.250004
0.006140000000000034,-60.312504
0.006159999999999943,-60.250004
0.006180000000000074,-60.187504
0.006199999999999983,-60.250004
0.006219999999999892,-60.21875
0.006240000000000023,-60.281254
0.006259999999999932,-60.250004
0.006280000000000063,-60.250004
0.006299999999999972,-60.250004
0.006319999999999881,-60.21875
0.006340000000000012,-60.281254
0.006359999999999921,-60.312504
0.006380000000000052,-60.281254
0.006399999999999961,-60.281254
0.00641999999999987,-60.312504
0.006440000000000001,-60.21875
0.00645999999999991,-60.312504
0.006480000000000041,-60.250004
0.00649999999999995,-60.21875
0.006519999999999859,-60.312504
0.00653999999999999,-60.312504
0.006559999999999899,-60.343754
0.00658000000000003,-60.343754
0.006599999999999939,-60.250004
0.00662000000000007,-60.281254
0.006639999999999979,-60.343754
0.006659999999999888,-60.312504
0.006680000000000019,-60.281254
0.006699999999999928,-60.343754
0.006720000000000059,-60.281254
0.006739999999999968,-60.281254
0.006759999999999877,-60.156254
0.006780000000000008,-60.250004
0.006799999999999917,-60.187504
0.006820000000000048,-60.250004
0.006839999999999957,-60.281254
0.006859999999999866,-60.250004
0.006879999999999997,-60.281254
0.006899999999999906,-60.281254
0.006920000000000037,-60.281254
0.006939999999999946,-60.281254
0.006960000000000077,-60.281254
0.006979999999999986,-60.312504
0.006999999999999895,-60.250004
0.007020000000000026,-60.156254
0.007039999999999935,-60.21875
0.007060000000000066,-60.281254
0.007079999999999975,-60.281254
0.007099999999999884,-60.21875
0.007120000000000015,-60.281254
0.007139999999999924,-60.375
0.007160000000000055,-60.281254
0.007179999999999964,-60.281254
0.007199999999999873,-60.281254
0.007220000000000004,-60.250004
0.007239999999999913,-60.281254
0.007260000000000044,-60.250004
0.007279999999999953,-60.281254
0.007299999999999862,-60.281254
0.007319999999999993,-60.281254
0.007339999999999902,-60.281254
0.007360000000000033,-60.281254
0.007379999999999942,-60.281254
0.007400000000000073,-60.187504
0.007419999999999982,-60.21875
0.007439999999999891,-60.281254
0.007460000000000022,-60.281254
0.007479999999999931,-60.250004
0.007500000000000062,-60.187504
0.007519999999999971,-60.250004
0.00753999999999988,-60.281254
0.007560000000000011,-60.281254
0.00757999999999992,-60.312504
0.007600000000000051,-60.343754
0.00761999999999996,-60.281254
0.007639999999999869,-60.312504
0.00766,-60.281254
0.007679999999999909,-60.343754
0.00770000000000004,-60.250004
0.007719999999999949,-60.281254
0.007739999999999858,-60.250004
0.007759999999999989,-60.281254
0.007779999999999898,-60.343754
0.007800000000000029,-60.281254
0.007819999999999938,-60.281254
0.00784000000000007,-60.21875
0.007859999999999978,-60.281254
0.007879999999999887,-60.281254
0.007900000000000018,-60.281254
0.007919999999999927,-60.281254
0.007940000000000058,-60.281254
0.007959999999999967,-60.281254
0.007979999999999876,-60.312504
0.008000000000000007,-60.281254
0.008019999999999916,-60.250004
0.008040000000000047,-60.281254
0.008059999999999956,-60.312504
0.008079999999999865,-60.312504
0.008099999999999996,-60.281254
0.008119999999999905,-60.312504
0.008140000000000036,-60.312504
0.008159999999999945,-60.312504
0.008180000000000076,-60.281254
0.008199999999999985,-60.281254
0.008219999999999894,-60.281254
0.008240000000000025,-60.312504
0.008259999999999934,-60.312504
0.008280000000000065,-60.343754
0.008299999999999974,-60.312504
0.008319999999999883,-60.281254
0.008340000000000014,-60.250004
0.008359999999999923,-60.312504
0.008380000000000054,-60.250004
0.008399999999999963,-60.281254
0.008419999999999872,-60.250004
0.008440000000000003,-60.250004
0.008459999999999912,-60.281254
0.008480000000000043,-60.312504
0.008499999999999952,-60.21875
0.008519999999999861,-60.281254
0.008539999999999992,-60.21875
0.008559999999999901,-60.343754
0.008580000000000032,-60.281254
0.008599999999999941,-60.281254
0.008620000000000072,-60.281254
0.008639999999999981,-60.281254
0.00865999999999989,-60.312504
0.008680000000000021,-60.281254
0.00869999999999993,-60.250004
0.008720000000000061,-60.281254
0.00873999999999997,-60.250004
0.008759999999999879,-60.312504
0.00878000000000001,-60.250004
0.008799999999999919,-60.250004
0.00882000000000005,-60.312504
0.008839999999999959,-60.343754
0.008859999999999868,-60.281254
0.008879999999999999,-60.250004
0.008899999999999908,-60.250004
0.008920000000000039,-60.281254
0.008939999999999948,-60.281254
0.008960000000000079,-60.281254
0.008979999999999988,-60.281254
0.008999999999999897,-60.281254
0.009020000000000028,-60.250004
0.009039999999999937,-60.187504
0.009060000000000068,-60.281254
0.009079999999999977,-60.187504
0.009099999999999886,-60.125004
0.009120000000000017,-60.21875
0.009139999999999926,-60.312504
0.009160000000000057,-60.250004
0.009179999999999966,-60.187504
0.009199999999999875,-60.156254
0.009220000000000006,-60.187504
0.009239999999999915,-60.21875
0.009260000000000046,-60.21875
0.009279999999999955,-60.21875
0.009299999999999864,-60.281254
0.009319999999999995,-60.281254
0.009339999999999904,-60.343754
0.009360000000000035,-60.281254
0.009379999999999944,-60.250004
0.009400000000000075,-60.21875
